cit_id,cites_pub_id,level,citing_year,is_self,citing_authors_raw,citing_doi_url,abs,abs_yr,abdc,abdc_yr,fnege,econlit,scopus,scopus_q,wos,wos_if,wos_if_yr,publisher,forthcoming,norm_title,raw_tag,raw_ref,source_found,link_confirmed,confirm_method,first_seen_run,last_seen_run,verified,flag_red
abs-05#10,abs-05,2,2024,0,"Salazar-Fernández, C., Baeza-Rivera, M. J., Manríquez-Robles, D., León, C., & Ra",,,,,,,,,,,,,,,salazar fern ndez c baeza rivera m j manr quez robles d le n,,"Salazar-Fernández, C., Baeza-Rivera, M. J., Manríquez-Robles, D., León, C., & Raipán-Gómez, P. (2024). Identifying Disadvantaged Minority Groups in Chile: Who are they and how do we perceive them? PSYKHE, 33(2), 1–2.",docx-import,1,manual-import,import-docx,import-docx,1,
abs-05#11,abs-05,2,2024,0,"Kubus, R., Domínguez, I. L., & De Santos, I. M.",https://doi.org/10.4018/979-8-3693-7272-2.ch001,,,,,,,,,,,,,,kubus r dom nguez i l de santos i m orchestrating collective intelligence conceptual,,"Kubus, R., Domínguez, I. L., & De Santos, I. M. (2024). Orchestrating Collective Intelligence: Conceptual Pathway to a Sustainability-Oriented Future. In T. E. González Alvarado & P. Cabanelas Lorenzo (Eds.), Advances in Business Information Systems and Analytics (pp. 1–32). IGI Global. https://doi.org/10.4018/979-8-3693-7272-2.ch001",docx-import,1,manual-import,import-docx,import-docx,1,
abs-05#12,abs-05,2,2024,0,"Transformative EU 27 Labour Markets: Assessing Opportunities, Risks and Trends.",,,,,,,,,,,,,,,transformative eu 27 labour markets assessing opportunities risks and trends proceedings of the international,,"Transformative EU 27 Labour Markets: Assessing Opportunities, Risks and Trends. (2024). Proceedings of the ... International Conference on Economics and Social Sciences., 6(1), 464–473.",docx-import,1,manual-import,import-docx,import-docx,1,
abs-05#13,abs-05,2,2024,0,"Salazar-Fernández, C., Baeza-Rivera, M. J., Manríquez-Robles, D., León, C., & Ra",https://revistacienciapolitica.uc.cl/index.php/psykhe/article/view/86172,,,,,,,,,,,,,,salazar fern ndez c baeza rivera m j manr quez robles d le n,,"Salazar-Fernández, C., Baeza-Rivera, M. J., Manríquez-Robles, D., León, C., & Raipán-Gómez, P. (2024). Identificando Grupos Minoritarios Desaventajados en Chile: ¿Quiénes son y cómo los percibimos? Psykhe. https://revistacienciapolitica.uc.cl/index.php/psykhe/article/view/86172",docx-import,1,manual-import,import-docx,import-docx,1,
abs-05#14,abs-05,2,2024,0,"Mekwilai, W., & Aunyawong, W.",,,,,,,,,,,,,,,mekwilai w aunyawong w journal of innovation and management 9 1 51 64,,"Mekwilai, W., & Aunyawong, W. (2024). การ ยก ระดับ ผล การ ดำเนิน งาน ของ ธุรกิจ ใน พื้นที่ เศรษฐกิจ พิเศษ ภาค ตะวันออก: บทบาท ใน การ ส่ง ผ่าน ของ ความ ยืดหยุ่น ของ ซัพพลาย เชน. Journal of Innovation and Management, 9(1), 51–64.",docx-import,1,manual-import,import-docx,import-docx,1,
abs-04#15,abs-04,2,2025,0,"Eyina, N. N., & Anyalebechi, S. M.",https://doi.org/10.61796/ijss.v2i4.57,,,,,,,,,,,,,,eyina n n anyalebechi s m powerful but death in action an appraisal of,,"Eyina, N. N., & Anyalebechi, S. M. (2025). Powerful but Death in Action: An Appraisal of United Nations Security Council Responses to Russo-Ukrainian War. Journal of Social Science, 2(4), 308–323. https://doi.org/10.61796/ijss.v2i4.57",docx-import,1,manual-import,import-docx,import-docx,1,
abs-04#16,abs-04,2,2025,0,"Shust, N.",https://doi.org/10.21847/2411-3093.2025.729,,,,,,,,,,,,,,shust n the emerging new globalization and the war in ukraine a complex interplay,,"Shust, N. (2025). The emerging new Globalization and the War in Ukraine: A Complex Interplay of Politics, Economy and Society. Skhid, 7(2), 67–72. https://doi.org/10.21847/2411-3093.2025.729",docx-import,1,manual-import,import-docx,import-docx,1,
abs-04#17,abs-04,2,2025,0,"Bas, T. G.",https://doi.org/10.3390/agriculture15020155,,,,,,,1,,1,3.3,2023,,,bas t g globalization vs glocalization learn lessons from two global crises such as,"Scopus, WoS (Impact Factor 2023: 3.3)","Bas, T. G. (2025). Globalization vs. Glocalization: Learn Lessons from Two Global Crises, Such as the Russia–Ukraine Conflict and the COVID-19 Pandemic, for the Agro-Food and Agro-Industrial Sector. Agriculture, 15(2), Article 2. https://doi.org/10.3390/agriculture15020155",docx-import,1,manual-import,import-docx,import-docx,1,
abs-04#18,abs-04,2,2024,0,"Zafar, J.",https://doi.org/10.32787/ijir.v8i2.540,,,,,,,,,,,,,,zafar j geopolitics of mediterranean region indonesian journal of international relations 8 2 article,,"Zafar, J. (2024). GEOPOLITICS OF MEDITERRANEAN REGION. Indonesian Journal of International Relations, 8(2), Article 2. https://doi.org/10.32787/ijir.v8i2.540",docx-import,1,manual-import,import-docx,import-docx,1,
abs-04#19,abs-04,2,2024,0,"Paryente, B., & Frei-Landau, R.",https://doi.org/10.1177/20597991241241845,,,,,,,1,,,,,,,paryente b frei landau r a dual debrief based co autoethnography of a humanitarian,Scopus,"Paryente, B., & Frei-Landau, R. (2024). A dual debrief-based co-autoethnography of a humanitarian delegation member: Supporting Ukraine refugee mothers through ambiguous loss. Methodological Innovations, 20597991241241845. https://doi.org/10.1177/20597991241241845",docx-import,1,manual-import,import-docx,import-docx,1,
abs-03#20,abs-03,2,2025,0,"Andriyanto, D., Kurniawati, D., Wiguna, A. A., Mayasari, F., Resya, F., & Univer",https://doi.org/10.30741/adv.v9i2.1723,,,,,,,,,,,,,,andriyanto d kurniawati d wiguna a a mayasari f resya f universitasari p s,,"Andriyanto, D., Kurniawati, D., Wiguna, A. A., Mayasari, F., Resya, F., & Universitasari, P. S. (2025). Analysis of Product Marketing Strategy: Combined SWOT and QSPM Approach. Jurnal Ilmu Manajemen Advantage, 9(2), 204–216. https://doi.org/10.30741/adv.v9i2.1723",docx-import,1,manual-import,import-docx,import-docx,1,
abs-03#21,abs-03,2,2025,0,"Saarela, M., & Simunaniemi, A.-M.",https://doi.org/10.1108/JEPP-10-2024-0185,1,2021,,,,,1,,1,1.7,,,,saarela m simunaniemi a m microenterprises underrepresented in research a call for a more,"ABS 2021: 1, Scopus, WoS (Impact Factor: 1.7)","Saarela, M., & Simunaniemi, A.-M. (2025). Microenterprises – underrepresented in research? A call for a more connected research field. Journal of Entrepreneurship and Public Policy, 1–21. https://doi.org/10.1108/JEPP-10-2024-0185",docx-import,1,manual-import,import-docx,import-docx,1,
abs-03#22,abs-03,2,2024,0,Filep R.,https://doi.org/10.15170/MM.2024.58.03.07,,,,,,,,,,,,,,filep r change management steps among smes marketing menedzsment 58 3 article 3,,"Filep R. (2024). Change management steps among SMEs. Marketing & Menedzsment, 58(3), Article 3. https://doi.org/10.15170/MM.2024.58.03.07",docx-import,1,manual-import,import-docx,import-docx,1,
abs-03#23,abs-03,2,2025,0,"Mu, R., Rao, J., & Zhu, J.",https://doi.org/10.3390/su17051924,,,,,,,1,,1,3.3,2023,,,mu r rao j zhu j empowering breakthrough innovations through digital technology the effects,"Scopus, WoS (Impact Factor 2023: 3.3)","Mu, R., Rao, J., & Zhu, J. (2025). Empowering Breakthrough Innovations Through Digital Technology: The Effects of Digital Technology Depth and Breadth. Sustainability, 17(5), Article 5. https://doi.org/10.3390/su17051924",docx-import,1,manual-import,import-docx,import-docx,1,
abs-03#24,abs-03,2,2025,0,"Bado, B., Tahir, T., Thamrin Tahir, M. I., & Hasan, M.",https://doi.org/10.1080/23311975.2025.2457441,1,2021,B,,,,1,,1,3.0,2023,,,bado b tahir t thamrin tahir m i hasan m positive psychological capital entrepreneurial,"ABS 2021: 1, ABDC: B, Scopus, WoS (Impact Factor 2023: 3.0)","Bado, B., Tahir, T., Thamrin Tahir, M. I., & Hasan, M. (2025). Positive psychological capital, entrepreneurial knowledge transfer, and entrepreneurial mindset growth: A synthesis of MSMEs’ challenges. Cogent Business & Management, 12(1), 2457441. https://doi.org/10.1080/23311975.2025.2457441",docx-import,1,manual-import,import-docx,import-docx,1,
abs-03#25,abs-03,2,2024,0,"Bäck, A., Muhos, M., & Virkkala, P.",https://doi.org/10.1504/IJIL.2024.139674,,,,,,,1,,1,,,,,b ck a muhos m virkkala p innovation in microenterprises in the 21st century,"Scopus, WoS","Bäck, A., Muhos, M., & Virkkala, P. (2024). Innovation in microenterprises in the 21st century: A systematic literature review. International Journal of Innovation and Learning, 36(1), 72–97. https://doi.org/10.1504/IJIL.2024.139674",docx-import,1,manual-import,import-docx,import-docx,1,
abs-03#26,abs-03,2,2024,0,"Zafri, K. Z., Lertatthakornkit, T., Photchanachan, S., Zhu, T., & Wider, W.",https://doi.org/10.32479/ijefi.16351,,,C,2022,,1,1,,,,,,,zafri k z lertatthakornkit t photchanachan s zhu t wider w weathering the inflationary,"ABDC 2022: C, Scopus, EconLit","Zafri, K. Z., Lertatthakornkit, T., Photchanachan, S., Zhu, T., & Wider, W. (2024). Weathering the Inflationary Storm 2021-2022: Crisis Management Modalities for the Informal Microenterprise Sector. International Journal of Economics and Financial Issues, 14(5), Article 5. https://doi.org/10.32479/ijefi.16351",docx-import,1,manual-import,import-docx,import-docx,1,
abs-03#27,abs-03,2,2024,0,"Jiang, H.",https://doi.org/10.37332/2309-1533.2024.2.16,,,,,,,,,,,,,,jiang h research on the transformation process of enterprise management in the conditions of,,"Jiang, H. (2024). RESEARCH ON THE TRANSFORMATION PROCESS OF ENTERPRISE MANAGEMENT IN THE CONDITIONS OF DIGITAL ECONOMY. ІННОВАЦІЙНА ЕКОНОМІКА, 2–2024, 128–134. https://doi.org/10.37332/2309-1533.2024.2.16",docx-import,1,manual-import,import-docx,import-docx,1,
abs-03#28,abs-03,2,2023,0,"Suriana, I., & Bagiada, I. M.",https://doi.org/10.18860/mec-j.v7i3.23873,,,,,,,,,,,,,,suriana i bagiada i m the effect of capital operating hours and location access,,"Suriana, I., & Bagiada, I. M. (2023). The Effect of Capital, Operating Hours, and Location Access in Increasing Merchants’ Income at Legian Beach. MEC-J (Management and Economics Journal), 7(3), Article 3. https://doi.org/10.18860/mec-j.v7i3.23873",docx-import,1,manual-import,import-docx,import-docx,1,
abs-02#29,abs-02,2,2025,0,"Yue, L., Yu, L., & Char Fei, T. H.",https://doi.org/10.6007/IJAREMS/v14-i1/24500,,,,,,,,,,,,,,yue l yu l char fei t h the innovation beat global rhythms and,,"Yue, L., Yu, L., & Char Fei, T. H. (2025). The Innovation Beat: Global Rhythms and Pulse Points. International Journal of Academic Research in Economics and Management Sciences, 14(1), Pages 118-129. https://doi.org/10.6007/IJAREMS/v14-i1/24500",docx-import,1,manual-import,import-docx,import-docx,1,
abs-02#30,abs-02,2,2025,0,"Lams, L., Zhang, R., & Lupano, E.",,,,,,,,,,,,,,,lams l zhang r lupano e meaning generation in chinese official media discourse taylor,,"Lams, L., Zhang, R., & Lupano, E. (2025). Meaning Generation in Chinese Official Media Discourse. Taylor & Francis.",docx-import,1,manual-import,import-docx,import-docx,1,
abs-02#31,abs-02,2,2025,0,"Asker, A., & Çiçek, A.",https://doi.org/10.16985/mtad.1611609,,,,,,,,,,,,,,asker a i ek a t rk devletleri te kilat i in stratejik kamu,,"Asker, A., & Çiçek, A. (2025). Türk Devletleri Teşkilatı için Stratejik Kamu Diplomasisi Önerisi. Marmara Türkiyat Araştırmaları Dergisi, 12(Türk Devletleri Teşkilatı), 65–95. https://doi.org/10.16985/mtad.1611609",docx-import,1,manual-import,import-docx,import-docx,1,
abs-02#32,abs-02,2,2025,0,"Oramah, B. O., & Kale, O.",https://doi.org/10.4324/9781003587323,,,,,,,,,,,,,,oramah b o kale o trade and investment in africa a research companion 1st,,"Oramah, B. O., & Kale, O. (2025). Trade and Investment in Africa: A Research Companion (1st edn). Routledge. https://doi.org/10.4324/9781003587323",docx-import,1,manual-import,import-docx,import-docx,1,
abs-02#33,abs-02,2,2025,0,"Đalić, I., Đalić, N., & Erceg, Ž.",https://www.ekonbiz.ues.rs.ba/ojs/index.php?journal=ekonbiz&page=article&op=view&path%5B%5D=345,,,,,,,,,,,,,,ali i ali n erceg from globalization to multipolarity trend or necessity proceedings ekonbiz,,"Đalić, I., Đalić, N., & Erceg, Ž. (2025). FROM GLOBALIZATION TO MULTIPOLARITY: TREND OR NECESSITY? Proceedings EKONBIZ, 25. https://www.ekonbiz.ues.rs.ba/ojs/index.php?journal=ekonbiz&page=article&op=view&path%5B%5D=345",docx-import,1,manual-import,import-docx,import-docx,1,
abs-02#34,abs-02,2,2025,0,"Alden, C., & Schoeman, M.",https://doi.org/10.1080/10220461.2025.2503212,,,,,,,1,,1,1.1,2024,,,alden c schoeman m being africa s bric s south africa s foreign policy,"Scopus, WoS (Impact Factor 2024: 1.1)","Alden, C., & Schoeman, M. (2025). Being Africa’s BRIC(S): South Africa’s foreign policy turn from ‘Neo-Liberalism’ to the ‘New Era’. South African Journal of International Affairs, 32(1–2), 71–90. https://doi.org/10.1080/10220461.2025.2503212",docx-import,1,manual-import,import-docx,import-docx,1,
abs-02#35,abs-02,2,2025,0,"Joseph, J.",https://doi.org/10.4018/979-8-3373-2342-8.ch016,,,,,,,,,,,,,,joseph j role of brics in the international relations of the 21st century a,,"Joseph, J. (2025). Role of BRICS in the International Relations of the 21st Century: A Critical Analysis Through the Lens of Multipolarity. In M. S. Özel Özcan (Ed.), Shifting Power Dynamics in International Relations (pp. 371–398). IGI Global Scientific Publishing. https://doi.org/10.4018/979-8-3373-2342-8.ch016",docx-import,1,manual-import,import-docx,import-docx,1,
abs-02#36,abs-02,2,2025,0,"Chawla, I.",https://doi.org/10.1163/15700615-02403005,,,,,,,,,,,,,,chawla i tracing global value chains in the rcep domain participation position and asymmetric,,"Chawla, I. (2025). Tracing Global Value Chains in the RCEP Domain: Participation, Position and Asymmetric Value Capture. European Journal of East Asian Studies, 24(3), 285–319. https://doi.org/10.1163/15700615-02403005",docx-import,1,manual-import,import-docx,import-docx,1,
abs-02#37,abs-02,2,2025,0,"Andrew, A., Aminnatus Shalihah, A., Muliyasari Kusno, E., Dika Ardiana, M., Putr",https://doi.org/10.59141/comserva.v5i2.3181,,,,,,,,,,,,,,andrew a aminnatus shalihah a muliyasari kusno e dika ardiana m putri handayani n,,"Andrew, A., Aminnatus Shalihah, A., Muliyasari Kusno, E., Dika Ardiana, M., Putri Handayani, N., & Megawati, V. (2025). Dampak Tarif Donald Trump Terhadap Perekonomian Indonesia. COMSERVA : Jurnal Penelitian Dan Pengabdian Masyarakat, 5(2), 831–848. https://doi.org/10.59141/comserva.v5i2.3181",docx-import,1,manual-import,import-docx,import-docx,1,
abs-02#38,abs-02,2,2025,0,"Łukasiewicz, J., Bajan, B., & Pawlak, K.",https://doi.org/10.1371/journal.pone.0328866,,,,,,,1,,1,2.6,2024,,,ukasiewicz j bajan b pawlak k towards greater integration prospects for the development of,"Scopus, WoS (Impact Factor 2024: 2.6)","Łukasiewicz, J., Bajan, B., & Pawlak, K. (2025). Towards greater integration: Prospects for the development of agri-food trade between the EU and RCEP countries. PLOS ONE, 20(7), e0328866. https://doi.org/10.1371/journal.pone.0328866",docx-import,1,manual-import,import-docx,import-docx,1,
abs-02#39,abs-02,2,2025,0,"Singh, N., Gupta, J. K., Kumar, S., Roy, A., & Upadhyay, A.",https://doi.org/10.4018/979-8-3373-1727-4.ch013,,,,,,,1,,,,,,,singh n gupta j k kumar s roy a upadhyay a the evolving role,Scopus,"Singh, N., Gupta, J. K., Kumar, S., Roy, A., & Upadhyay, A. (2025). The Evolving Role of International Organizations in the 21st Century: In K. Wongmahesak, T. Sriyakul, U. K. Ghosh, & I. S. Wekke (Eds), Technology, Geopolitics, and the Transformation of International Political Economy (pp. 303–332). IGI Global Scientific Publishing. https://doi.org/10.4018/979-8-3373-1727-4.ch013",docx-import,1,manual-import,import-docx,import-docx,1,
abs-02#40,abs-02,2,2025,0,"Ramjit, D.-M.",https://doi.org/10.30560/les.v1n1p82,,,,,,,,,,,,,,ramjit d m bipolarity in flux international political economy in contemporary times law economics,,"Ramjit, D.-M. (2025). Bipolarity in Flux: International Political Economy in Contemporary Times. Law, Economics and Society, 1(1), Article 1. https://doi.org/10.30560/les.v1n1p82",docx-import,1,manual-import,import-docx,import-docx,1,
abs-02#41,abs-02,2,2024,0,"Petrakis, P. E., Kanzola, A.-M., & Lomis, I.",https://doi.org/10.3390/jrfm17080370,,,B,2022,,1,1,,,,,,,petrakis p e kanzola a m lomis i adapting to multipolarity insights from iterated,"ABDC 2022: B, Scopus, EconLit","Petrakis, P. E., Kanzola, A.-M., & Lomis, I. (2024). Adapting to Multipolarity: Insights from Iterated Game Theory Simulations—A Preliminary Study on Hypothetical Optimal Global Cooperation. Journal of Risk and Financial Management, 17(8), Article 8. https://doi.org/10.3390/jrfm17080370",docx-import,1,manual-import,import-docx,import-docx,1,
abs-02#42,abs-02,2,2024,0,"Langard, F., Girard, M. A., Vidosa, R., Jelinski, F. C., Langard, F., Girard, M.",https://doi.org/10.4067/S0718-27242024000300073,,,,,,,1,,,,,,,langard f girard m a vidosa r jelinski f c langard f girard m,Scopus,"Langard, F., Girard, M. A., Vidosa, R., Jelinski, F. C., Langard, F., Girard, M. A., Vidosa, R., & Jelinski, F. C. (2024). Oligopoly Strategies in Agricultural Innovation: Biotech and ICT Acquisitions. Journal of Technology Management &amp; Innovation, 19(3), 73–87. https://doi.org/10.4067/S0718-27242024000300073",docx-import,1,manual-import,import-docx,import-docx,1,
abs-02#43,abs-02,2,2024,0,"Klasen, A., Krummaker, S., Beck, J., & Pennington, J.",https://doi.org/10.1111/1758-5899.13417,,,,,,,1,,1,,,,,klasen a krummaker s beck j pennington j navigating geopolitical and trade megatrends public,"Scopus, WoS","Klasen, A., Krummaker, S., Beck, J., & Pennington, J. (2024). Navigating geopolitical and trade megatrends: Public export finance in a world of change. Global Policy, 15(5), 1007–1014. https://doi.org/10.1111/1758-5899.13417",docx-import,1,manual-import,import-docx,import-docx,1,
abs-02#44,abs-02,2,2024,0,"Zreik, M.",https://doi.org/10.35678/2539-5645.4(47).2024.7-21,,,,,,,,,,,,,,zreik m rcep implications and challenges for the european union in a changing global,,"Zreik, M. (2024). RCEP: IMPLICATIONS AND CHALLENGES FOR THE EUROPEAN UNION IN A CHANGING GLOBAL ECONOMY. The EUrASEANs: Journal on Global Socio-Economic Dynamics, 4(47), Article 4(47). https://doi.org/10.35678/2539-5645.4(47).2024.7-21",docx-import,1,manual-import,import-docx,import-docx,1,
abs-02#45,abs-02,2,2024,0,"Ullah, I., Tunio, F. H., & Younas, W.",https://doi.org/10.35484/ahss.2024(5-II)63,,,,,,,,,,,,,,ullah i tunio f h younas w income disparities in brics economies analyzing the,,"Ullah, I., Tunio, F. H., & Younas, W. (2024). Income Disparities in BRICS Economies: Analyzing the Role of Capital Account Liberalization and Foreign Bank Ownership. Annals of Human and Social Sciences, 5(2), Article 2. https://doi.org/10.35484/ahss.2024(5-II)63",docx-import,1,manual-import,import-docx,import-docx,1,
abs-02#46,abs-02,2,2024,0,"Gonzalez, C. D.",https://www.proquest.com/docview/3086893967/abstract/7CE7C47CDB094D4APQ/1,,,,,,,,,,,,,,gonzalez c d breathing a story of lifelong learners relationship to the changing world,,"Gonzalez, C. D. (2024). Breathing: A Story of Lifelong Learners’ Relationship to the Changing World [Ed.D., Pepperdine University]. In ProQuest Dissertations and Theses. https://www.proquest.com/docview/3086893967/abstract/7CE7C47CDB094D4APQ/1",docx-import,1,manual-import,import-docx,import-docx,1,
abs-02#47,abs-02,2,2024,0,"Koutroukis, T.",https://doi.org/10.3390/socsci13030171,,,,,,,1,,1,1.7,2023,,,koutroukis t european works councils their impact on the europeanization of industrial relations in,"Scopus, WoS (Impact Factor 2023: 1.7)","Koutroukis, T. (2024). European Works Councils: Their Impact on the Europeanization of Industrial Relations in an Era of Market Globalism. Social Sciences, 13(3), Article 3. https://doi.org/10.3390/socsci13030171",docx-import,1,manual-import,import-docx,import-docx,1,
abs-02#48,abs-02,2,2024,0,"Klasen, A., Krummaker, S., Jeffs, C., & Vassard, J.",,,,,,,,,,,,,,,klasen a krummaker s jeffs c vassard j navigating new trade horizons supporting exporters,,"Klasen, A., Krummaker, S., Jeffs, C., & Vassard, J. (2024). Navigating New Trade Horizons: Supporting Exporters in a World of Change. Centre for Banking Research at Bayes Business School.",docx-import,1,manual-import,import-docx,import-docx,1,
abs-02#49,abs-02,2,2023,0,"Lista, N. consta na.",https://repositorio.pucgoias.edu.br/jspui/handle/123456789/6724,,,,,,,,,,,,,,lista n consta na o acordo de livre com rcio entre mercosul e uni,,"Lista, N. consta na. (2023). O Acordo de Livre Comércio entre Mercosul e União Europeia pela Perspectiva da Teoria da Dependência [Master’s Thesis, Pontifícia Universidade Católica de Goiás]. https://repositorio.pucgoias.edu.br/jspui/handle/123456789/6724",docx-import,1,manual-import,import-docx,import-docx,1,
abs-02#50,abs-02,2,2023,0,"Mehar, M. A.",,,,,,,,,,,,,,,mehar m a digital divide credit financing and financial inclusion changing patterns of poverty,,"Mehar, M. A. (2023). Digital Divide, Credit Financing and Financial Inclusion: Changing Patterns of Poverty, Employment and Income Inequalities. Industrial Policy, 3(1), Article 1.",docx-import,1,manual-import,import-docx,import-docx,1,
abs-02#51,abs-02,2,2023,0,"Saaida, M.",,,,,,,,,,,,,,,saaida m the controversial relation between globalization and national sovereignty european journal of science,,"Saaida, M. (2023). The Controversial Relation between Globalization and National Sovereignty. European Journal of Science, Innovation and Technology, 3(5), Article 5.",docx-import,1,manual-import,import-docx,import-docx,1,
abs-02#52,abs-02,2,2023,0,"Rocha, O., Kamphambale, D., MacMahon, C., Coetzer, J.-H., & Morales, L.",https://doi.org/10.1080/10402659.2023.2270501,,,,,,,1,,1,0.1,2022,,,rocha o kamphambale d macmahon c coetzer j h morales l the power of,"Scopus, WoS (Impact Factor 2022: 0.1)","Rocha, O., Kamphambale, D., MacMahon, C., Coetzer, J.-H., & Morales, L. (2023). The Power of Education in a Globalised World: Challenging Geoeconomic Inequalities. Peace Review, 35(4), 708–723. https://doi.org/10.1080/10402659.2023.2270501",docx-import,1,manual-import,import-docx,import-docx,1,
